,index,Ticket number,Issue Date,Issue time,Meter Id,Marked Time,RP State Plate,Plate Expiry Date,VIN,Make,Body Style,Color,Location,Route,Agency,Violation code,Violation Description,Fine amount,Latitude,Longitude
139,163584,1112110160,2016-01-23T00:00:00,925.0,,,CA,201306.0,,CHEV,TL,BR,94TH/HINDRY PL,1A104,2.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
140,163880,1113869455,2016-01-25T00:00:00,822.0,,,CA,201511.0,,JEEP,PA,BR,1216 S SHERBOURNE DR,00146,51.0,8069BS,NO PARK/STREET CLEAN,73.0,6446727.3,1842717.1
141,163886,1113869761,2016-01-25T00:00:00,1015.0,,,WA,,,GEO,PA,BR,1443 CRESCENT HGTS,00146,51.0,8069BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
142,163911,1113870144,2016-01-25T00:00:00,836.0,,,CA,201606.0,,HOND,PA,BR,1122 S CORNING ST,00146,51.0,8069BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
143,163928,1113871813,2016-01-24T00:00:00,2233.0,,,CA,201611.0,,HYUN,PA,BR,3636 S CLARINGTON AV,00123,51.0,010,22500E,68.0,6439529.0,1832129.0
144,163939,1113871920,2016-01-25T00:00:00,1733.0,,,CA,201501.0,,TESL,PA,BR,1220 S GLENDON AVE,00123,51.0,8069AP,NO STOP/STAND PM,93.0,6427650.9,1844147.1
145,163940,1113871931,2016-01-25T00:00:00,1735.0,,,CA,201501.0,,TESL,PA,BR,1220 S GLENDON AVE,00123,51.0,098,5200,25.0,6427650.9,1844147.1
146,163982,1113962146,2016-01-23T00:00:00,818.0,PM39,,CA,201605.0,,HOND,PA,BR,3270 MOTOR AVE,00146,51.0,8813B,METER EXPIRED,63.0,99999.0,99999.0
147,163983,1113962150,2016-01-23T00:00:00,819.0,PM48,,CA,201701.0,,KIA,PA,BR,3283 MOTOR AV,00146,51.0,8813B,METER EXPIRED,63.0,6437152.3,1833390.6
148,163985,1113962172,2016-01-23T00:00:00,829.0,,,PA,201604.0,,DODG,VN,BR,3385 S OVERLAND AV,00146,51.0,8056E4,RED ZONE,93.0,99999.0,99999.0
149,172525,1106392313,2016-01-22T00:00:00,1305.0,,,CA,201403.0,,BUIC,PA,BR,1100 S EVERGREEN AVE,4SL99,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
150,172616,1108839185,2016-01-18T00:00:00,1210.0,,,CA,,,BMW,PA,BR,5000 GARNER GROVE,,1.0,5200A,DSPLYPLATE A,25.0,99999.0,99999.0
151,172643,1109112524,2016-01-18T00:00:00,1356.0,,,NV,201602.0,,HYUN,PA,BR,2800 E OBS RD,,4.0,8049,WRG SD/NOT PRL,63.0,99999.0,99999.0
152,172645,1109112546,2016-01-18T00:00:00,1527.0,,,CA,201601.0,,TOYO,PA,BR,2800 E OBSERVATORY,,4.0,8603,PK IN PROH AREA,68.0,6470141.4,1867430.4
153,172742,1109485720,2016-01-23T00:00:00,830.0,,,CA,201510.0,,NISS,PA,BR,201 S WITMER,2A5,1.0,4000A1,NO EVIDENCE OF REG,50.0,6482459.8,1844667.5
154,172743,1109485731,2016-01-23T00:00:00,835.0,,,CA,201511.0,,CHEV,PA,BR,201 S WITMER,2A5,1.0,4000A1,NO EVIDENCE OF REG,50.0,6482459.8,1844667.5
155,172799,1109815770,2016-01-23T00:00:00,1958.0,,,CA,201606.0,,TOYO,TR,BR,2653 SOLAR DR,,36.0,8603,PK IN PROH AREA,68.0,6454916.8,1865116.5
156,172985,1112611636,2016-01-26T00:00:00,1020.0,,,CA,201210.0,,,MH,BR,6100 S HARVARD BL,00543,55.0,8069BS,NO PARK/STREET CLEAN,73.0,6468667.9,1816915.7
157,172986,1112611640,2016-01-26T00:00:00,1021.0,,,CA,201210.0,,,MH,BR,6100 S HARVARD BL,00543,55.0,5204A,EXPIRED TAGS,25.0,6468667.9,1816915.7
158,181775,1095786145,2016-01-21T00:00:00,115.0,,,CA,201604.0,,HOND,PA,BR,MARIPOSA/BEVERLY,20T59,1.0,8053,PKD IN/ON PARKWAY,63.0,99999.0,99999.0
159,181794,1103917441,2016-01-05T00:00:00,335.0,,,CA,201602.0,,HOND,PA,BR,3RD ST/NEW HAMPSHIRE,14T47,1.0,011,22500F,68.0,99999.0,99999.0
160,182003,1110246480,2016-01-19T00:00:00,800.0,,,CA,201603.0,,PTRB,TL,BR,1000 SYCAMORE,CM86,1.0,8049,WRG SD/NOT PRL,63.0,99999.0,99999.0
161,182031,1110337793,2015-12-27T00:00:00,1430.0,,,CA,201511.0,,ACUR,PA,BR,ELECTRIC/MILWOOD,00001,1.0,5204A,EXPIRED TAGS,25.0,99999.0,99999.0
162,182224,1112579521,2015-12-31T00:00:00,1040.0,,,CA,201607.0,,TOYO,PA,BR,1900 CHEREMOYA,6MQ53,1.0,000,22651K,,99999.0,99999.0
163,182245,1112584406,2015-12-31T00:00:00,1000.0,,,CA,201608.0,,HOND,MC,BR,GORDEN/LEXINGTON,Q73,1.0,5200A,DSPLYPLATE A,25.0,99999.0,99999.0
164,182501,1113037763,2016-01-27T00:00:00,1113.0,,,CA,201603.0,,SUZU,PA,BR,967 N KINGSLEY DR,00443,54.0,8069BS,NO PARK/STREET CLEAN,73.0,6469847.1,1854425.5
165,192384,1109815814,2016-01-26T00:00:00,1908.0,,,CA,201612.0,,INFI,PA,BR,3200 CANYON DR,,36.0,8603,PK IN PROH AREA,68.0,6467477.1,1868721.0
166,192396,1110819905,2016-01-27T00:00:00,823.0,,,CA,201509.0,,JAGR,PA,BR,10200 TABOR ST,00146,51.0,8069BS,NO PARK/STREET CLEAN,73.0,6438882.5,1832106.1
167,192614,1112142522,2016-01-24T00:00:00,1710.0,,,CA,201604.0,,CHRY,PA,BR,380 WORLD WAY L/L,3C205,2.0,8939,WHITE CURB,58.0,6439920.1,1802686.7
168,192713,1112177076,2016-01-27T00:00:00,1100.0,,,CA,201605.0,,CHEV,TR,BR,6221 W 96TH ST 35A,1L314,2.0,569,2251157A,363.0,6442059.6,1803997.6
169,192714,1112177080,2016-01-27T00:00:00,1100.0,,,CA,201605.0,,CHEV,TR,BR,6221 W 96TH ST 35A,1L314,2.0,000,,,6442059.6,1803997.6
170,192881,1113037940,2016-01-28T00:00:00,1257.0,SH195,,CA,201607.0,,SUBA,PA,BR,1050 N ORANGE DR,00443,54.0,8813B,METER EXPIRED,63.0,6458237.5,1855244.9
171,192979,1113867440,2016-01-21T00:00:00,1032.0,,,CA,201602.0,,CHRY,PA,BR,3662 MIDVALE AV,00146,51.0,8069BS,NO PARK/STREET CLEAN,73.0,6436520.5,1829647.5
172,200310,1106549242,2016-01-21T00:00:00,1110.0,,,CA,201602.0,,FRHT,TR,BR,12800 MUSCATINE ST,,1.0,80692,COMVEH RES/OV TM LMT,78.0,6437144.2,1909894.9
173,200317,1106549916,2016-01-26T00:00:00,1110.0,,,CA,201607.0,,FRHT,TR,BR,11171 PENROSE,CM96,1.0,80692**,COMVEH RES/OV TM C-3,133.0,99999.0,99999.0
174,200395,1109816385,2016-01-27T00:00:00,1840.0,,,CA,201606.0,,CHEV,TR,BR,3099 RUNYON CYN RD,,36.0,8603,PK IN PROH AREA,68.0,6454767.2,1866092.9
175,200417,1110184600,2016-01-07T00:00:00,1040.0,,,FL,201507.0,,TOYO,PA,BR,WILLOUGHBY/MANSFIELD,,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
176,200418,1110185764,2016-01-13T00:00:00,2300.0,,,WA,201604.0,,JEEP,PA,BR,322 GENESSEE,7A1,1.0,000,22500,,99999.0,99999.0
177,200420,1110246060,2016-01-25T00:00:00,605.0,,,CA,201601.0,,FRHT,,BR,FOREST LAWN/MEMORIAL,CM86,1.0,8069AA,NO STOP/STAND AM,93.0,99999.0,99999.0
178,200795,1112945470,2016-01-26T00:00:00,1930.0,,,CA,201512.0,,TOYO,PA,BR,1119 1/2 HOPE ST,1FBL9,1.0,000,40001A,,99999.0,99999.0
179,201034,1113867823,2016-01-28T00:00:00,1016.0,,,CA,201609.0,,JEEP,PA,BR,18768 TABOR ST,00146,51.0,8069BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
180,201044,1113867926,2016-01-28T00:00:00,1035.0,,,CA,201508.0,,TOYO,PA,BR,3520 KELTON AV,00146,51.0,8069BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
181,209828,1109947532,2016-01-27T00:00:00,955.0,,,CA,201510.0,,WINN,RV,BR,MANCHESTER AV/KENTWO,00001,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
182,210037,1112995446,2016-01-18T00:00:00,910.0,,,CA,201507.0,,NISS,PA,BR,54TH ST/LONG BEACH,13A27,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
183,210038,1112995450,2016-01-18T00:00:00,915.0,,,CA,201501.0,,MAZD,PA,BR,53RD ST/HOLMES AV,13A27,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
184,210062,1112998375,2016-01-19T00:00:00,1015.0,,,CA,201511.0,,CHEV,PA,BR,5508 S BANDERA,01377,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
185,210180,1113872771,2016-02-01T00:00:00,1809.0,BR45,,CA,201604.0,,FERR,PA,BR,11761 SAN VICENTE BL,00123,51.0,8813B,METER EXPIRED,63.0,6419764.4,1841962.8
186,210225,1113980534,2016-02-01T00:00:00,812.0,,,CA,201602.0,,FORD,PA,BR,1045 S BEDFORD ST,00146,51.0,8069BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
187,210228,1113980560,2016-02-01T00:00:00,817.0,,,CA,201601.0,,HOND,PA,BR,1117 S BEDFORD ST,00146,51.0,8069BS,NO PARK/STREET CLEAN,73.0,6446442.0,1843303.1
188,210231,1113980593,2016-02-01T00:00:00,821.0,,,CA,201511.0,,JEEP,PA,BR,1148 S SHERBOURNE DR,00146,51.0,8069BS,NO PARK/STREET CLEAN,73.0,6446748.2,1843112.5
189,210239,1113980685,2016-02-01T00:00:00,839.0,,,CA,201702.0,,TOYO,PA,BR,1138 S CORNING ST,00146,51.0,8069BS,NO PARK/STREET CLEAN,73.0,6447376.6,1843228.2
190,210244,1113980733,2016-02-01T00:00:00,857.0,PR210,,CA,201511.0,,CHRY,PA,BR,1400 S WOOSTER ST,00146,51.0,8069BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
191,210245,1113980744,2016-02-01T00:00:00,902.0,,,CA,,,LEXU,PA,BR,1171 S ROBERTSON BL,00146,51.0,8056E4,RED ZONE,93.0,6445442.9,1842777.0
192,218837,1104180932,2016-01-28T00:00:00,1210.0,,,CA,201512.0,,BROU,RV,BR,FIGUEROA N/O WOODSID,,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
193,218838,1104180943,2016-01-28T00:00:00,1235.0,,,CA,201609.0,,BOUN,RV,BR,FIGUEROA N/O WOODSID,,1.0,011,22500F,68.0,99999.0,99999.0
194,218884,1108145231,2016-01-26T00:00:00,1310.0,,,CA,200010.0,,CHEV,PA,BR,3936 WISCONSIN PL,3SL57,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
195,218909,1108727034,2016-01-30T00:00:00,240.0,,,CA,201610.0,,BUIC,PA,BR,1774 W ADAMS BL,00326,1.0,225078A,HANDICAP/NO DP ID,363.0,99999.0,99999.0
196,218974,1109947602,2016-01-29T00:00:00,1530.0,,,CA,201510.0,,CHEV,PA,BR,11713 ALLIN ST,14Z1,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
197,227780,1109191580,2016-01-24T00:00:00,1054.0,,,CA,201601.0,,TOYO,PA,BR,2800 E OBSERVATORY,,4.0,6344K7,PK OUTSD PK STL,58.0,6470141.4,1867430.4
198,227799,1109332604,2016-01-26T00:00:00,815.0,,,CA,201509.0,,BUIC,PA,BR,AVALON BL S/O 83RD,25M21,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
199,227827,1109337412,2016-01-26T00:00:00,1830.0,,,CA,201608.0,,HYUN,PA,BR,8303 S MAIN ST,MQ,1.0,225078A,HANDICAP/NO DP ID,363.0,99999.0,99999.0
200,227924,1109955162,2016-01-28T00:00:00,1049.0,,,CA,201602.0,,BMW,PA,BR,LEHIGH/CARL,15SL0,1.0,80732,EXCEED 72 HOURS,68.0,99999.0,99999.0
201,227933,1109957273,2016-01-26T00:00:00,1237.0,,,CA,201507.0,,FORD,PA,BR,10261 GLENOAKS,16SL0,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
202,227936,1109957306,2016-01-29T00:00:00,1317.0,,,CA,201508.0,,FLEE,RV,BR,10471 GLENOAKS,16SL0,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
203,227959,1110136016,2016-01-25T00:00:00,1200.0,,,CA,201409.0,,BUIC,,BR,939 E 95TH ST,18SL3,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
204,228119,1112607112,2016-02-03T00:00:00,924.0,,,CA,201603.0,,NISS,PA,BR,1244 W 56TH ST,00544,55.0,8069BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
205,228258,1113865826,2016-02-02T00:00:00,1658.0,,,CA,201605.0,,MBNZ,PA,BR,1220 S GLENDON AVE,00201,51.0,8069AP,NO STOP/STAND PM,93.0,6427650.9,1844147.1
206,228290,1113977351,2016-02-02T00:00:00,1220.0,,,CA,201610.0,,TOYO,PA,BR,1108 S CARDIFF AV,00146,51.0,8069BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
207,228308,1113977605,2016-02-03T00:00:00,1017.0,,,CA,201605.0,,TOYO,PA,BR,3510 GLENDON AV,00146,51.0,8069BS,NO PARK/STREET CLEAN,73.0,6436302.3,1831090.2
208,228324,1113977771,2016-02-03T00:00:00,808.0,,,CA,201603.0,,FORD,PA,BR,3637 CLARINGTON AV,00146,51.0,8069BS,NO PARK/STREET CLEAN,73.0,6439529.0,1832129.0
209,238067,1088441804,2016-02-01T00:00:00,240.0,,,CA,200909.0,,BUIC,PA,BR,JAMES M WOOD/LAKE,2A39,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
210,238148,1109273292,2016-01-29T00:00:00,1525.0,,,CA,201611.0,,MBNZ,PA,BR,HOLLYWOOD BL/HIGHLAN,00645,1.0,014,22500I,293.0,99999.0,99999.0
211,238157,1109335544,2016-02-02T00:00:00,1005.0,,,CA,201601.0,,,TR,BR,10315 AVALON,MQ42,1.0,225078A,HANDICAP/NO DP ID,363.0,99999.0,99999.0
212,238185,1109337644,2016-02-01T00:00:00,1800.0,,,CA,201605.0,,SATU,PA,BR,5840 S VERMONT AV,MQ,1.0,225078A,HANDICAP/NO DP ID,363.0,6473307.6,1818314.1
213,238186,1109337655,2016-02-01T00:00:00,1800.0,,,CA,201605.0,,SATU,PA,BR,5840 S VERMONT AV,MQ,1.0,569,2251157A,363.0,6473307.6,1818314.1
214,238265,1109944511,2016-01-30T00:00:00,1800.0,,,CA,201510.0,,CHEV,VN,BR,11713 ALLIN ST,14Z2,1.0,4000A1,NO EVIDENCE OF REG,50.0,6437643.6,1819976.5
215,238382,1110589583,2016-02-04T00:00:00,1116.0,,,CA,,,GRUM,VN,BR,3000 N CARLYLE ST,00673,56.0,8069A,NO STOPPING/STANDING,93.0,6489879.7,1860549.2
216,238411,1110603734,2016-02-04T00:00:00,924.0,,,CA,201611.0,,TOYO,PA,BR,2675 N MERCED ST,00673,56.0,8069BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
217,238472,1112107614,2016-02-01T00:00:00,1300.0,,,CA,201605.0,,NISS,TR,BR,251 WORLD WAY SEC 1E,1F11,2.0,569,2251157A,363.0,99999.0,99999.0
218,238473,1112107625,2016-02-01T00:00:00,1300.0,,,CA,201605.0,,NISS,TR,BR,251 WORLD WAY SEC 1E,1F11,2.0,225078A,HANDICAP/NO DP ID,363.0,99999.0,99999.0
219,238481,1112110646,2016-01-28T00:00:00,813.0,,,CA,201605.0,,TOYO,PA,BR,9100 JENNY AVE 32A,5M47,2.0,8940,PARKING AREA,58.0,6443574.5,1805906.7
220,238522,1112148796,2016-01-25T00:00:00,1607.0,,,CA,201609.0,,HOND,PA,BR,300 WORLD WAY L/L,3C12B,2.0,8939,WHITE CURB,58.0,6439954.7,1802686.6
221,238708,1112890660,2016-02-05T00:00:00,637.0,,,CA,201605.0,,GMC,PU,BR,147 N OCCIDENTAL,00403,54.0,8056E1,WHITE ZONE,58.0,99999.0,99999.0
222,238774,1113003636,2016-01-25T00:00:00,2310.0,,,CA,201507.0,,FORD,TR,BR,22ND/TRINITY,,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
223,246324,1110075503,2016-01-30T00:00:00,845.0,,,CA,200116.0,,CHEV,PA,BR,23RD/WEST NW CORNER,RD078,1.0,8056E4,RED ZONE,93.0,99999.0,99999.0
224,246436,1112605351,2016-02-05T00:00:00,937.0,,,CA,201602.0,,GMC,SU,BR,240 W 41ST ST,00547,55.0,8069BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
225,246470,1112606132,2016-02-06T00:00:00,558.0,,,CA,201610.0,,CHEV,TR,BR,3001 W STOCKER PL,00500,55.0,8056E4,RED ZONE,93.0,99999.0,99999.0
226,246730,1112953520,2016-02-02T00:00:00,2305.0,1472A,,CA,201510.0,,JAGR,PA,BR,HOPE ST N/O PICO BL,1FBL9,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
227,246754,1113865130,2016-02-04T00:00:00,1615.0,,,CA,201612.0,,TOYO,PA,BR,1220 S GLENDON AVE,00201,51.0,8069AP,NO STOP/STAND PM,93.0,6427650.9,1844147.1
228,246800,1113977141,2016-02-04T00:00:00,1025.0,,,NJ,,,HOND,PA,BR,3746 GLENDON AV,00146,51.0,8069BS,NO PARK/STREET CLEAN,73.0,6437540.7,1829450.1
229,246802,1113977163,2016-02-04T00:00:00,1030.0,,,CA,,,TOYO,PA,BR,3666 WESTWOOD PL,00146,51.0,8069BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
230,246843,1113978935,2016-02-04T00:00:00,843.0,,,CA,201603.0,,CHEV,PA,BR,3719 DELMAS TER,00141,51.0,8069BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
231,254916,1105787793,2016-02-03T00:00:00,2315.0,,,CA,201602.0,,WNBG,RV,BR,8801 KESTER,19Z13,1.0,6344K2,NO PK BET 1-3AM,68.0,99999.0,99999.0
232,255005,1110266905,2016-02-03T00:00:00,715.0,,,CA,201503.0,,FORD,PA,BR,ZELZAH/SCHENBORN,MQ16,1.0,5204A,EXPIRED TAGS,25.0,99999.0,99999.0
233,255245,1112172784,2016-01-28T00:00:00,1520.0,,,CA,201509.0,,TOYO,TR,BR,401 W/W 1B,00024,2.0,5204A,EXPIRED TAGS,25.0,99999.0,99999.0
234,255281,1112178852,2016-02-03T00:00:00,707.0,,,CA,201610.0,,TOYO,PA,BR,500 WORLD WAY U/L,3C7B,2.0,8939,WHITE CURB,58.0,6439868.3,1802686.9
235,255301,1112585762,2016-02-04T00:00:00,142.0,,,CA,201608.0,,HOND,PA,BR,SUNSET/WILCOX,6A66,1.0,8056E4,RED ZONE,93.0,99999.0,99999.0
236,255322,1112605605,2016-02-08T00:00:00,923.0,,,CA,201408.0,,DODG,VN,BR,9400 S HAAS AV,00003,55.0,8069BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
237,255323,1112605616,2016-02-08T00:00:00,923.0,,,CA,201408.0,,DODG,VN,BR,9400 S HAAS AV,00552,55.0,098,5200,25.0,99999.0,99999.0
238,255343,1112606202,2016-02-07T00:00:00,500.0,,,CA,201603.0,,HOND,PA,BR,11400 S ZAMORA AVE,00500,55.0,8056E4,RED ZONE,93.0,99999.0,99999.0
239,263395,1108186531,2016-02-02T00:00:00,1107.0,,,CA,201503.0,,FORD,TR,BR,11966 ALLIN ST,14A49,1.0,4000A1,NO EVIDENCE OF REG,50.0,6436538.4,1819624.7
240,263453,1109486641,2016-02-05T00:00:00,1720.0,,,CA,201503.0,,FORD,VN,BR,245 S RAMPART,00233,1.0,5204A,EXPIRED TAGS,25.0,99999.0,99999.0
241,263524,1109957354,2016-02-04T00:00:00,1057.0,,,CA,201509.0,,HOND,PA,BR,10601 GLENOAKS,16SL0,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
242,263538,1110455345,2016-02-06T00:00:00,755.0,,,CA,201510.0,,MBNZ,PA,BR,HOLLENBECK/ST LOUIS,4E1,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
243,263542,1110458263,2016-02-06T00:00:00,755.0,,,CA,201509.0,,FORD,SU,BR,HOLLENBECK DR/BOYLE,4E1W2,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
244,263543,1110458274,2016-02-06T00:00:00,830.0,,,CA,201609.0,,RANG,SU,BR,3343 OLYMPIC BLVD,4E1W2,1.0,5200A,DSPLYPLATE A,25.0,99999.0,99999.0
245,263637,1112606434,2016-02-09T00:00:00,329.0,,,CA,201609.0,,ACUR,PA,BR,4182 S LAMERT BL,00500,55.0,8061,STNDNG IN ALLEY,68.0,99999.0,99999.0
246,263783,1113973523,2016-02-08T00:00:00,1014.0,,,CA,201510.0,,HOND,PA,BR,1430 STEARNS DR,00146,51.0,8069BS,NO PARK/STREET CLEAN,73.0,6449176.3,1841258.2
247,263804,1113974024,2016-02-08T00:00:00,808.0,,,IL,201502.0,,JEEP,PA,BR,1109 S WOOSTER ST,00146,51.0,8069BS,NO PARK/STREET CLEAN,73.0,6445811.7,1843347.8
248,263817,1113974153,2016-02-08T00:00:00,840.0,,,CA,201512.0,,TOYO,PA,BR,1065 S HOLT AV,00146,51.0,8069BS,NO PARK/STREET CLEAN,73.0,6447086.1,1843676.2
249,272185,1107630241,2016-01-24T00:00:00,1625.0,,,CA,201507.0,,,PA,BR,VERNON/METTLER ST,,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
250,272194,1107630856,2016-01-31T00:00:00,2000.0,,,CA,201512.0,,CHEV,TR,BR,41ST PL/HOOPER,24MQ7,1.0,5204A,EXPIRED TAGS,25.0,99999.0,99999.0
251,272200,1107630915,2016-01-31T00:00:00,2045.0,,,CA,201512.0,,DODG,TR,BR,43RD ST/COMPTON,24MQ7,1.0,5204A,EXPIRED TAGS,25.0,99999.0,99999.0
252,272239,1107635524,2016-01-30T00:00:00,855.0,,,CA,201603.0,,TOYO,TR,BR,1251 E OLYMPIC BL,,1.0,013,22500H,68.0,6487426.1,1834403.3
253,272327,1110041343,2016-02-02T00:00:00,1225.0,,,CA,200515.0,,HOND,PA,BR,FIGUEROA ST/87TH PL,01808,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
254,272332,1110136090,2016-02-03T00:00:00,1100.0,,,CA,201502.0,,HOND,PA,BR,300 E LANZIT AV,18SL3,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
255,272385,1110591985,2016-02-10T00:00:00,933.0,,,CA,201605.0,,TOYO,TR,BR,599 W AVE 28,00063,56.0,8069BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
256,272486,1112893036,2016-02-10T00:00:00,1129.0,,,CA,201608.0,,HYUN,PA,BR,949 N EDGEMONT ST,00444,54.0,8069BS,NO PARK/STREET CLEAN,73.0,6472027.4,1855055.5
257,272552,1113004001,2016-01-24T00:00:00,1730.0,,,CA,201508.0,,INFI,PA,BR,HOOPER AVE/20TH ST,,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
258,272595,1113973851,2016-02-09T00:00:00,901.0,RS93,,CA,201610.0,,TOYO,PA,BR,2725 S ROBERTSON BL,00146,51.0,8813B,METER EXPIRED,63.0,6443919.5,1836196.1
259,272629,1113979812,2016-02-09T00:00:00,1216.0,,,CA,201605.0,,KIA,PA,BR,1139 S GLENVILLE DR,00146,51.0,8069BS,NO PARK/STREET CLEAN,73.0,6442681.0,1843305.0
260,272634,1113979860,2016-02-09T00:00:00,1227.0,,,CA,,,NISS,PA,BR,1111 S LAPEER DR,00146,51.0,8069BS,NO PARK/STREET CLEAN,73.0,6444517.5,1843317.1
261,283426,1111043824,2016-02-10T00:00:00,1115.0,,,CA,201610.0,,MERC,PA,BR,3535 LA CIENEGA BL,00131,51.0,570,2251157B,363.0,6448868.9,1831087.8
262,283427,1111043835,2016-02-10T00:00:00,1118.0,,,CA,201610.0,,MERC,PA,BR,3535 LA CIENEGA BL,00131,51.0,225078A,HANDICAP/NO DP ID,363.0,6448868.9,1831087.8
263,283637,1113961236,2016-02-10T00:00:00,921.0,,,NJ,,,NISS,PA,BR,3535 LA CIENEGA BL,00131,51.0,570,2251157B,363.0,6448868.9,1831087.8
264,283638,1113961240,2016-02-10T00:00:00,924.0,,,NJ,,,NISS,VN,BR,3535 LA CIENEGA BL,00131,51.0,225078A,HANDICAP/NO DP ID,363.0,6448868.9,1831087.8
265,291858,1106236412,2016-02-09T00:00:00,1430.0,,,CA,201601.0,,PORS,PA,BR,OCEAN FRONT WALK/WAS,14FBL,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
266,291875,1107569632,2016-02-05T00:00:00,420.0,,,CA,201702.0,,GMC,PA,BR,85TH ST/SAN PEDRO ST,12A15,1.0,8056E4,RED ZONE,93.0,99999.0,99999.0
267,291941,1108178632,2016-02-06T00:00:00,830.0,,,CA,201411.0,,SWND,RV,BR,94TH ST E/O ISIS,14A67,1.0,099,5204,25.0,99999.0,99999.0
268,291988,1109332696,2016-02-07T00:00:00,830.0,,,CA,201507.0,,NISS,SU,BR,FIGUEROA ST/105TH ST,25MQ1,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
269,292230,1112107710,2016-02-15T00:00:00,1005.0,,,CA,201607.0,,TOYO,PA,BR,6221 W 96TH ST,1L314,2.0,225078C2,HANDICAP/CROSS HATCH,363.0,6442059.6,1803997.6
270,292366,1112894344,2016-02-14T00:00:00,145.0,,,CA,201611.0,,HOND,PA,BR,6351 W HOLLYWOOD BL,,58.0,8069AA,NO STOP/STAND AM,93.0,99999.0,99999.0
271,300252,1113988525,2016-02-11T00:00:00,1028.0,,,CA,,,TOYO,PA,BR,3718 GLENDON AV,00146,51.0,8069BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
272,300269,1113988691,2016-02-12T00:00:00,1210.0,,,CA,201703.0,,SUBA,PA,BR,1201 S WELLESLEY AV,00157,51.0,8069BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
273,300305,1113989074,2016-02-12T00:00:00,1422.0,PR390,,CA,201702.0,,TOYO,PA,BR,9553 W PICO BL,00146,51.0,8813B,METER EXPIRED,63.0,6441413.5,1842719.4
274,300316,1113989343,2016-02-11T00:00:00,840.0,,,CA,201612.0,,MAZD,PA,BR,10609 TABOR ST,00146,51.0,8069BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
275,300317,1113989354,2016-02-11T00:00:00,845.0,,,CA,201612.0,,CHRY,PA,BR,3533 MOTOR AV,00146,51.0,8069BS,NO PARK/STREET CLEAN,73.0,6437995.7,1832065.2
276,300321,1113989391,2016-02-11T00:00:00,915.0,,,CA,201604.0,,HOND,PA,BR,3765 KEYSTONE AV,00146,51.0,8069BS,NO PARK/STREET CLEAN,73.0,6438401.6,1829948.6
277,300328,1113989461,2016-02-11T00:00:00,1016.0,,,CA,201610.0,,MERZ,PA,BR,10765 WESTMINSTER AV,00146,51.0,8069BS,NO PARK/STREET CLEAN,73.0,6436666.8,1831058.6
